key_0,CreatedAt,favorite_count,full_text,url,views_count,SentimentScore,SentimentCategory,DateOverallPolarity,DateSentiment
,,,,,,,Neutral,,
2023-12-01,2023-12-01 22:01:02+00:00,687.0,"? Popular Payment Apps by Global Users ?

AliPay : 650M ?? 
WeChat Pay : 550M ?? 
Apple Pay : 507M ?? 
Google Pay : 421M ?? 
PayPal : 377M ?? 
Paytm : 333M ?? 
PhonePe : 300M ?? 
Samsung Pay : 140M ?? 
Venmo : 52M ?? 
Cash App : 36M ??",https://x.com/worldranking_/status/1730708610538238445,43131.0,0.2869,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:02:44+00:00,13.0,"Spr raaa bittu @hombalefilms @SalaarTheSaga ??

#Salaar Trailer Ads displaying @Paytm ?

#SalaarTrailerDay #Prabhas
#SalaarTrailer https://t.co/g9bYqgJd06",https://x.com/Rebelkiran69/status/1730633539623022841,338.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:07:43+00:00,21.0,"The only way we can win a World Cup is rename it to IDFC /Paytm Cup. ?

#INDvAUST20I https://t.co/yWfYmbWWd8",https://x.com/ExtraaaCover/status/1730634797347991898,1098.0,0.5859,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 16:55:02+00:00,16.0,"Average Paytm ? promoting stuff account and criticizing @PawanKalyan garu.
#YCPCriminalPolitics https://t.co/IJHoEil9Xx",https://x.com/LetsGlassIt/status/1730631604949663837,652.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 15:46:50+00:00,10.0,"Paytm series ??
Mastercard series ??
IDFC First Bank series ??

Indian team and winning bilateral Bank series. A better love story than twilight. ??",https://x.com/TUnlimitedd/status/1730614441614659799,515.0,0.9092,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 16:57:24+00:00,20.0,India won the Paytm series ??,https://x.com/saivinay07/status/1730632199697993817,1359.0,0.6199,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 08:18:30+00:00,12.0,"? Paytm New Send Money Offer

?Send Min ?15 to Any UPI &amp; Get Flat ?30 Cashback

? Seems To Be All User Offer https://t.co/0q40YSxFNm",https://x.com/DealBeeOfficial/status/1730501615004893190,8985.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:05:16+00:00,7.0,"Indian team Indian team
In paytm series in world cup https://t.co/8FZaGnoITx",https://x.com/viratian_83/status/1730634180017746015,356.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 13:18:02+00:00,6.0,"? Effect of tightening loan guidelines to NBFC and Banks. 

Pay Later scheme is the biggest risk to any loan provider or NBFC.

Lots of Paytm Postpaid users are complaining of accounts blocked and they are not able to use their postpaid account for any kind of payments.

@Paytmcare 
Image:- @divya_gandotra",https://x.com/Sandeepnirvan_/status/1730576995468374343,3090.0,-0.6597,Negative,0.15791590909090908,Positive
2023-12-01,2023-12-01 16:53:48+00:00,3.0,India after dominating Aussies in Paytm series : https://t.co/oZF1Yuiagz,https://x.com/s_r4__/status/1730631292113523057,103.0,-0.296,Negative,0.15791590909090908,Positive
2023-12-01,2023-12-01 05:14:13+00:00,14.0,"PhonePe, GPay &amp; PayTM dominate UPI payments with a 97% market share.

Meanwhile, $3Bn BharatPe struggled after founder Ashneer Grover's exit last year.

But with a recent EBITDA profitable month, BharatPe seems to be coming back.

THREAD: Decoding BharatPe's comeback strategy. https://t.co/andKaTRVva",https://x.com/_buildd/status/1730455238035788212,3400.0,0.5423,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:46:42+00:00,6.0,"India won another Paytm series against Australia but instead of being happy I am feeling depressed.

I still can't get over world cup loss ?

#Kohli #INDvsSA #BCCI #Sanju
#T20I #KlRahul #Animal #Rohit
#T20WorldCup2024 #Rahane
#jaiswal #Gaikwad #Rahul #Rinku https://t.co/uSzSHvbpde",https://x.com/sujeetsuman1991/status/1730644604486381687,433.0,0.1901,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:12:25+00:00,22.0,Yet another Cycle Agarbatthi/ paytm/ idfc trophy ??? #INDVSAUS,https://x.com/rajupp/status/1730635979277693159,1702.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 09:11:26+00:00,17.0,"[#DevFestAhm Speaker Announcement - @avishwakarmadev]

Ashok Vishwakarma is a @GoogleDevExpert | Writes @Medium | Ex Adobe, PayTM, Naukri | Entrepreneur | TechEnthusiast | Speaker. 

He is taking a talk on ""The evolution of JavaScript bundlers"".

 #GDG #Ahmedabad #devfest2023 https://t.co/b6anO15kUv",https://x.com/GDGAhmedabad/status/1730514933518127357,510.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 16:50:10+00:00,5.0,"Discovering unique Indian handicrafts at ONDC on Paytm App has got me intrigued! Just ordered reasonably priced #OfficeDecor from Jodhpur craftsman. I got extra 125Rs #CouponDiscount too! 
Checkout @ondc_official at Paytm #IndianHandicrafts #ONDCStore #VocalForLocal #BharatKaONDC https://t.co/UXgmuxkiL8",https://x.com/Mrinal_manjari0/status/1730630376887120028,5818.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:05:47+00:00,19.0,"petition to change the name of world cup to paytm/idfc trophy, probably then we will start winning that too ?",https://x.com/kyayaarshash/status/1730634307675582739,600.0,0.5267,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:08:16+00:00,10.0,"2 minutes Silence to Haters who said India only win Paytm Trophy 
Now they won IDFC First Bank Cup ?",https://x.com/gokulponting123/status/1730634934577230327,1043.0,0.6486,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 09:06:26+00:00,5.0,I need a google pay and paytm wrapped https://t.co/lI4wiyvfhh,https://x.com/twinflamebreeze/status/1730513674463482156,1141.0,-0.1027,Negative,0.15791590909090908,Positive
2023-12-01,2023-12-01 06:14:24+00:00,3.0,"Australia has the most ICC trophy and India have most Paytm trophy ??

Perfectly balanced ?

#Kohli #INDvsSA #BCCI #Sanju
#T20I #KlRahul #Animal
#T20WorldCup2024 #Rahane https://t.co/maxZo0t3qq",https://x.com/IamRajPaladi/status/1730470383877574757,680.0,0.6946,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 08:05:32+00:00,10.0,paytm did it last yr lol,https://x.com/fincher_fiedv2/status/1730498350846292399,965.0,0.4215,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 09:08:45+00:00,105.0,Tickets for @tamilthalaivas match this month will be available on @Paytm from tomorrow. #???????? #?????????????,https://x.com/tnrags/status/1730514260101304604,6283.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 11:10:10+00:00,22.0,"Zomato wrapped - Momos

Paytm wrapped - Rs 18 transaction

Instagram wrapped - La La La Lalaaaa

Zerodha wrapped - Red is your favorite color

Splitwise wrapped - Your favorite debtor

Bumble wrapped - Nobody likes you

Ludoking wrapped - Loser",https://x.com/jay_modi6/status/1730544815119716432,917.0,0.6597,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 06:13:00+00:00,6.0,"Australia has the most ICC trophy and India have most Paytm trophy ??

Perfectly balanced ?

#Kohli #INDvsSA #BCCI #Sanju
#T20I #KlRahul #Animal
#T20WorldCup2024 #Rahane https://t.co/iA3Ew8uTyX",https://x.com/sujeetsuman1991/status/1730470030427725875,1350.0,0.6946,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 16:32:03+00:00,49.0,"Paytm wallet is the most ret@rded bullshit on the face of this earth. If someone inadvertently sends you paytm wallet money you literally have no way to spend it unless you're using it on a paytm merchant. Otherwise, you have to go full KYC. And there system is so crap that full",https://x.com/frontierindica/status/1730625817749884996,3318.0,-0.864,Negative,0.15791590909090908,Positive
2023-12-01,2023-12-01 12:50:43+00:00,2.0,"Most Valuable Fintech Startups
1) PhonePe : $12 Bn
2) Razorpay : $7.5 Bn
3) CRED : $6.4 Bn
4) Paytm : $5.52 Bn
5) Pine Labs: $5 Bn
6) Digit : $4 Bn
7) Zerodha : $3.6 Bn
8) ChargeBee : $3.5 Bn
9) Upstox : $3.4 Bn
10) PolicyBazaar : $3.37 Bn https://t.co/Be9PkEBqFY",https://x.com/rohitkumar9815/status/1730570119850705207,175.0,0.7425,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 12:53:52+00:00,34.0,"Lightning-fast electricity bill payments ke liye, #PaytmKaro. Heres how! ?

1?Open the Paytm app
2?Click on Electricity Bill section
3?Enter your Application Number 
4?Pay with Paytm UPI

And youre all done! Explore now: https://t.co/HgiT2fFyM9 https://t.co/PD5pY7WMpP",https://x.com/Paytm/status/1730570911844331725,8705.0,0.4299,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:47:34+00:00,4.0,Bcci should declare Paytm trophies as icc one kyuki woh toh hum jeet nhi rhe,https://x.com/girlliketoswing/status/1730644825429733579,111.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 04:55:11+00:00,9.0,We Are Happy With Paytm And Dream 11 Trophies ?,https://x.com/JoshiKrutarth5/status/1730450446181896244,433.0,0.6908,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 08:32:53+00:00,87.0,"On the auspicious occasion of the upcoming feast, were running a special, 1-hour only flash sale from 5 pm to 6 pm on the Paytm Insider for Sundays #FCGKBFC game ?

Stay ready with your exclusive code FCGFLASHSALE and grab your discounted tickets. Offer valid for 1-hour only and while stocks last ?",https://x.com/FCGoaOfficial/status/1730505232059417082,2515.0,0.7399,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 07:52:20+00:00,1.0,"Digital gold is a modern alternative to traditional wealth preservation for Indians. @work_pick is a gateway to digital gold investment for both beginners and pros.
@_groww @ppreciatewealth @Paytm 

#pickmywork #digitalgold #InvestmentOpportunity https://t.co/idSre1H79O",https://x.com/work_pick/status/1730495027992826234,40.0,0.4939,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 07:39:44+00:00,1.0,Accepting Good luck On Paytm now ??,https://x.com/pbp_mr/status/1730491856994316451,115.0,0.8343,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 03:06:47+00:00,26.0,"#Sudigalisudheer @TrendsSudheer @Sudheer_soldier @sudheeranand #callingSahasra Check In #Paytm or else Check Offline many theatres available. Atleast one theatre at every area given for this Movie, Please check and Enjoyy Movie https://t.co/LjKCx4zyU0",https://x.com/SyedAfridi72562/status/1730423166970081697,664.0,0.2023,Positive,0.15791590909090908,Positive
2023-12-01,2023-12-01 17:55:14+00:00,7.0,"@DEFindia @OsamaManzar @shalinikala @APC_News @ISOC_Foundation @apnic @GDInclusion @MadanRao @saurabh0426 @khanamirullah @cdpp_india @RajCMO @ashokgehlot51 @MIB_India @MoRD_GoI @EduMinOfIndia @_DigitalIndia @mygovindia @JharkhandCMO @IrfanActive @RajawatUtkarsh @ArpanaSinghal @AspenInstitute @GoI_MeitY @njbarbhuiya @AccentureIndia @Akhtarbad @equallyable @UsipiO @natashabadhwar @CMOTamilnadu @UNESCO @CSCegov_ @hydermkhan @kendimalibot @WHO @MoHFW_INDIA @ChhattisgarhCMO @alex_b_amaral @GooglePay @Paytm @MXR_world @SoniaJorgeICT4D @karosambhav @DE_Accelerator @UNEP @UNTechEnvoy @THubHyd @jayesh_ranjan #335/365: ""Now my centre is equipped with a micro-ATM. People in my village dont need to travel to withdraw money. They can just come here and access their finances.""
?Assam

@DEFindia is providing access finance and financial education. 

#DailyDigitalStory https://t.co/BvqSqTscmt",https://x.com/AbnerManzar/status/1730646751961641090,217.0,0.0,Neutral,0.15791590909090908,Positive
2023-12-01,2023-12-01 07:54:47+00:00,38.0,"Their details @rrsaindia 

Google Pay / Paytm / Phone Pay
97240 00939
UPI 
rrsafoundation@ibl
rrsaindia1100@okicici

BANK ACCOUNT DETAILS
Account Name : RRSA Foundation
Account Number : 9811987555
IFSC Code : KKBK0000845
Account type: Current Account
Kotak Mahindra Bank,Anand https://t.co/ScJjBGJY2f",https://x.com/ShraddhaMusale/status/1730495643947499633,6494.0,-0.128,Negative,0.15791590909090908,Positive
